FIPS,County,State,Type,RE,Sex,AYA (15-39 years),Alcohol-associated,All Site,Bladder,Brain & ONS,Cervix,Cervix (21-65 years),Cervix (Early Stage),Cervix (Late Stage),Colon & Rectum,Colon & Rectum (45-75 years),Colon & Rectum (Early Stage),Colon & Rectum (Late Stage),"Corpus Uteri & Uterus, NOS",Esophagus,Female Breast,Female Breast (40-74 years),Female Breast (Early Stage),Female Breast (Late Stage),HPV-associated,Head and Neck,Kidney & Renal Pelvis,Leukemia,Liver & IBD,Lung & Bronchus,Lung & Bronchus (50-80 years),Lung & Bronchus (Early Stage),Lung & Bronchus (Late Stage),Melanoma of the Skin,Non-Hodgkin Lymphoma,Obesity-associated,Oral Cavity & Pharynx,Ovary,Pancreas,Pediatric (0-19 years),Prostate,Stomach,Thyroid,Tobacco-associated
16001,Ada County,Idaho,Incidence,All,All,72.5599,130.2761,452.9948,20.3443,7.2938,5.238,8.0959,3.5424,1.6315,30.3007,57.8522,9.2876,19.0277,21.0582,4.5132,147.4862,287.7356,100.6724,45.8762,10.878,27.675,16.8732,16.7998,7.3497,43.008,125.5334,14.3264,27.5469,35.8495,18.1174,165.3028,12.3933,9.7114,13.8375,17.1955,134.9962,4.0507,12.1685,160.5059
16001,Ada County,Idaho,Incidence,All,Female,88.0822,187.545,420.0694,8.6747,6.4238,5.238,8.0959,3.5424,1.6315,28.3036,50.9006,8.0018,18.1863,21.0582,1.4248,147.4862,287.7356,100.6724,45.8762,11.3451,26.4984,10.7674,12.6701,4.9809,41.4164,120.4974,15.2301,25.6019,27.2794,13.5116,220.9704,6.7293,9.7114,11.9976,19.9505,,2.7123,17.729,125.3245
16001,Ada County,Idaho,Incidence,All,Male,57.9384,70.6611,498.4879,34.3013,8.2955,,,,,32.4562,64.9699,10.7567,19.9444,,8.0679,,,,,10.5541,30.0064,23.6361,21.5359,10.088,45.323,131.4901,13.4488,30.0178,46.4166,23.1176,105.9318,18.6397,,16.0653,14.6108,134.9962,5.6392,6.9131,201.8452
16001,Ada County,Idaho,Incidence,American Indian/Alaska Native NH,All,,,408.1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.7814,,,,,,,,233.0101
16001,Ada County,Idaho,Incidence,American Indian/Alaska Native NH,Female,,,427.3145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16001,Ada County,Idaho,Incidence,American Indian/Alaska Native NH,Male,,,383.4226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16001,Ada County,Idaho,Incidence,Asian/Pacific Islander NH,All,50.0466,118.1464,354.0425,,,,,,,30.9655,,,,,,124.4804,215.2129,72.0844,46.4634,,28.1393,,,,37.8206,138.7439,,30.8343,,,135.7224,,,,,114.4177,,,142.7431
16001,Ada County,Idaho,Incidence,Asian/Pacific Islander NH,Female,,170.9621,361.1362,,,,,,,,,,,,,124.4804,215.2129,72.0844,46.4634,,,,,,,,,,,,179.7587,,,,,,,,135.197
16001,Ada County,Idaho,Incidence,Asian/Pacific Islander NH,Male,,,365.1609,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.8058,,,,,114.4177,,,156.1185
16001,Ada County,Idaho,Incidence,Black NH,All,,91.7387,514.5965,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.1903,,,,,246.1219,,,232.5303
16001,Ada County,Idaho,Incidence,Black NH,Female,,,357.4561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16001,Ada County,Idaho,Incidence,Black NH,Male,,,1097.2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.1219,,,712.8285
16001,Ada County,Idaho,Incidence,Hispanic,All,55.1154,126.1274,412.2561,,,,,,,32.4805,53.4515,,19.7019,,,124.0281,275.6973,85.507,35.9456,14.6311,29.3155,11.9871,,,38.0148,93.6497,,22.7179,,20.0449,174.7987,,,18.8698,,134.8839,,17.1774,164.6287
16001,Ada County,Idaho,Incidence,Hispanic,Female,74.9657,167.5363,398.9402,,,,,,,31.9374,,,,,,124.0281,275.6973,85.507,35.9456,,31.3268,,,,35.1813,,,,,,225.226,,,,,,,27.2947,136.3951
16001,Ada County,Idaho,Incidence,Hispanic,Male,38.0891,81.0155,455.1492,,,,,,,34.4862,,,,,,,,,,,29.9915,,,,,,,,,,115.0057,,,,,134.8839,,,209.0805
16001,Ada County,Idaho,Incidence,White NH,All,74.7761,130.7996,454.6786,20.613,7.6675,4.9297,7.624,3.4219,1.5078,30.2647,57.9675,9.3412,19.0212,21.5854,4.6053,149.1568,289.5688,102.2348,46.1007,10.8877,26.9846,16.6193,16.6013,6.9268,42.8035,124.7608,14.2565,27.4014,38.4216,18.1721,164.8503,12.3562,9.5173,13.8154,16.8119,133.7209,3.5712,11.4236,159.167
16001,Ada County,Idaho,Incidence,White NH,Female,90.5767,188.9683,421.1731,8.8088,6.4552,4.9297,7.624,3.4219,1.5078,28.1136,50.2885,7.9481,18.1903,21.5854,1.4818,149.1568,289.5688,102.2348,46.1007,11.3279,25.429,10.3472,12.5984,4.6094,41.1701,119.3047,15.0882,25.4644,29.0833,14.0579,220.7679,6.7697,9.5173,11.994,19.2548,,2.3562,16.5264,123.6062
16001,Ada County,Idaho,Incidence,White NH,Male,59.8163,70.5235,500.0879,34.569,9.0099,,,,,32.5999,65.86,10.9051,19.9476,,8.1885,,,,,10.5766,29.6386,23.5601,21.1925,9.6252,45.0909,131.003,13.4194,29.8366,49.7334,22.6589,105.4439,18.5055,,16.0666,14.5699,133.7209,4.9417,6.5895,200.6531
16003,Adams County,Idaho,Incidence,All,All,,82.1472,401.3965,,,,,,,,,,,,,108.1233,248.0679,,,,,,,,47.5449,154.0581,,,,,119.9941,,,,,106.7621,,,133.8194
16003,Adams County,Idaho,Incidence,All,Female,,130.7585,391.427,,,,,,,,,,,,,108.1233,248.0679,,,,,,,,,,,,,,168.7167,,,,,,,,116.4289
16003,Adams County,Idaho,Incidence,All,Male,,,408.7792,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.6364,,,,,106.7621,,,147.5373
16003,Adams County,Idaho,Incidence,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16003,Adams County,Idaho,Incidence,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16003,Adams County,Idaho,Incidence,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16003,Adams County,Idaho,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16003,Adams County,Idaho,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16003,Adams County,Idaho,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16003,Adams County,Idaho,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16003,Adams County,Idaho,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16003,Adams County,Idaho,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16003,Adams County,Idaho,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16003,Adams County,Idaho,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16003,Adams County,Idaho,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16003,Adams County,Idaho,Incidence,White NH,All,,79.51,404.3954,,,,,,,,,,,,,105.9994,,,,,,,,,43.3854,,,,,,116.9135,,,,,112.076,,,130.4175
16003,Adams County,Idaho,Incidence,White NH,Female,,127.616,399.6327,,,,,,,,,,,,,105.9994,,,,,,,,,,,,,,,171.0955,,,,,,,,113.376
16003,Adams County,Idaho,Incidence,White NH,Male,,,407.6235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.076,,,145.6833
16005,Bannock County,Idaho,Incidence,All,All,73.2187,123.8827,424.2429,18.5046,8.7817,11.2718,16.4487,,,35.1743,65.7882,7.4052,25.4493,23.8892,5.3491,124.157,253.9155,84.3038,38.7366,11.0858,25.7725,19.2621,14.9607,8.6493,41.7437,126.6477,10.1717,29.4666,32.2204,17.4538,164.711,9.8511,7.6543,14.4822,15.7634,95.6775,5.5796,11.6197,169.3393
16005,Bannock County,Idaho,Incidence,All,Female,84.2911,172.2329,395.5844,,6.923,11.2718,16.4487,,,34.2784,62.3548,7.7688,24.3043,23.8892,,124.157,253.9155,84.3038,38.7366,15.495,24.3828,9.2474,13.2107,,39.4674,116.3228,11.459,26.2433,25.8239,11.223,208.1869,8.2008,7.6543,12.4734,,,,14.6195,131.8153
16005,Bannock County,Idaho,Incidence,All,Male,62.157,73.0572,465.7091,34.9643,10.3812,,,,,35.9234,69.468,,26.4684,,9.8505,,,,,6.5815,27.9012,30.5901,17.1903,10.8344,44.7484,138.0141,9.0603,33.0313,40.2813,25.1787,119.1227,11.5741,,17.075,,95.6775,8.9627,8.7511,214.5851
16005,Bannock County,Idaho,Incidence,American Indian/Alaska Native NH,All,,197.6484,525.5977,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.6576,,,,,,,,304.1159
16005,Bannock County,Idaho,Incidence,American Indian/Alaska Native NH,Female,,283.1918,610.7266,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.0786,,,,,,,,
16005,Bannock County,Idaho,Incidence,American Indian/Alaska Native NH,Male,,,494.4029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16005,Bannock County,Idaho,Incidence,Asian/Pacific Islander NH,All,,,259.4549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16005,Bannock County,Idaho,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16005,Bannock County,Idaho,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16005,Bannock County,Idaho,Incidence,Black NH,All,,,569.1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16005,Bannock County,Idaho,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16005,Bannock County,Idaho,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16005,Bannock County,Idaho,Incidence,Hispanic,All,,149.0085,445.2044,,,,,,,,,,,,,137.682,,,,,,,,,,,,,,,192.8939,,,,,,,,173.8199
16005,Bannock County,Idaho,Incidence,Hispanic,Female,,157.9342,409.7304,,,,,,,,,,,,,137.682,,,,,,,,,,,,,,,217.7985,,,,,,,,
16005,Bannock County,Idaho,Incidence,Hispanic,Male,,,499.7968,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.5996,,,,,,,,268.1756
16005,Bannock County,Idaho,Incidence,White NH,All,66.2204,119.1622,417.5782,19.54,9.4113,,,,,32.8016,63.2332,7.1545,24.0413,21.8043,5.4394,122.8268,250.3371,85.3568,36.6863,9.3649,26.1284,19.2142,15.161,6.39,40.9596,126.6277,9.389,29.304,34.8495,17.2253,156.5049,10.2503,,14.8982,15.5654,95.8604,4.6602,11.1352,163.4445
16005,Bannock County,Idaho,Incidence,White NH,Female,73.7673,167.9708,384.4237,,,,,,,31.7525,58.1391,,23.3738,21.8043,,122.8268,250.3371,85.3568,36.6863,12.0188,24.3821,10.222,12.9695,,38.5191,115.5798,9.9884,26.6266,27.2275,11.1597,199.5965,8.6373,,13.0256,,,,13.9962,124.6657
16005,Bannock County,Idaho,Incidence,White NH,Male,58.2896,68.3712,463.8413,37.0363,11.5504,,,,,33.8695,68.3245,,24.8101,,9.852,,,,,,28.4212,29.5151,17.9585,,44.3805,139.2519,9.2928,32.2461,44.1868,24.6032,112.0355,11.726,,17.2164,,95.8604,,,209.8593
16007,Bear Lake County,Idaho,Incidence,All,All,,87.2862,387.0057,,,,,,,,,,,,,71.9718,,,,,,,,,,,,,,,108.8915,,,,,104.3946,,,147.404
16007,Bear Lake County,Idaho,Incidence,All,Female,,104.1675,307.5095,,,,,,,,,,,,,71.9718,,,,,,,,,,,,,,,114.1694,,,,,,,,85.4084
16007,Bear Lake County,Idaho,Incidence,All,Male,,74.6091,500.6084,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.3022,,,,,104.3946,,,228.0222
16007,Bear Lake County,Idaho,Incidence,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16007,Bear Lake County,Idaho,Incidence,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16007,Bear Lake County,Idaho,Incidence,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16007,Bear Lake County,Idaho,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16007,Bear Lake County,Idaho,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16007,Bear Lake County,Idaho,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16007,Bear Lake County,Idaho,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16007,Bear Lake County,Idaho,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16007,Bear Lake County,Idaho,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16007,Bear Lake County,Idaho,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16007,Bear Lake County,Idaho,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16007,Bear Lake County,Idaho,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16007,Bear Lake County,Idaho,Incidence,White NH,All,,81.6362,368.4009,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3721,,,,,100.6859,,,134.6621
16007,Bear Lake County,Idaho,Incidence,White NH,Female,,93.7412,280.8318,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.7166,,,,,,,,
16007,Bear Lake County,Idaho,Incidence,White NH,Male,,72.4107,488.3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.1147,,,,,100.6859,,,222.3119
16009,Benewah County,Idaho,Incidence,All,All,,124.9437,417.4393,30.1606,,,,,,29.62,55.6834,,22.6519,,,124.6043,223.2242,72.8469,,,23.5614,28.5492,,,48.7227,145.4688,,32.0199,,25.5279,175.9571,,,,,82.3564,,,198.4156
16009,Benewah County,Idaho,Incidence,All,Female,,156.4547,389.4466,,,,,,,,,,,,,124.6043,223.2242,72.8469,,,,,,,48.5291,144.7756,,,,,216.6488,,,,,,,,121.1469
16009,Benewah County,Idaho,Incidence,All,Male,,95.5286,447.0388,,,,,,,,,,,,,,,,,,,46.1801,,,48.678,147.3965,,33.4644,,,137.8171,,,,,82.3564,,,273.1233
16009,Benewah County,Idaho,Incidence,American Indian/Alaska Native NH,All,,,395.2375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16009,Benewah County,Idaho,Incidence,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16009,Benewah County,Idaho,Incidence,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16009,Benewah County,Idaho,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16009,Benewah County,Idaho,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16009,Benewah County,Idaho,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16009,Benewah County,Idaho,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16009,Benewah County,Idaho,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16009,Benewah County,Idaho,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16009,Benewah County,Idaho,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16009,Benewah County,Idaho,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16009,Benewah County,Idaho,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16009,Benewah County,Idaho,Incidence,White NH,All,,132.1427,413.4164,30.7147,,,,,,28.9153,,,,,,139.822,250.8301,81.5531,,,26.4502,24.3228,,,51.4353,152.4154,,34.6643,,,175.2604,,,,,70.957,,,199.1713
16009,Benewah County,Idaho,Incidence,White NH,Female,,171.8458,408.9917,,,,,,,,,,,,,139.822,250.8301,81.5531,,,,,,,50.4463,,,,,,224.542,,,,,,,,122.9174
16009,Benewah County,Idaho,Incidence,White NH,Male,,96.889,422.4409,,,,,,,,,,,,,,,,,,,,,,52.5508,158.7293,,36.2065,,,131.2366,,,,,70.957,,,273.8161
16011,Bingham County,Idaho,Incidence,All,All,93.6443,118.0353,430.5996,19.2688,,,,,,43.0653,90.2881,11.2071,30.6366,28.1728,,109.7213,210.5078,56.6938,49.9382,9.8547,37.1323,23.9935,22.2322,7.5905,37.9762,128.5127,7.3648,29.5468,22.4299,21.287,183.1507,8.7681,12.1666,10.5985,,96.4225,,25.8802,168.783
16011,Bingham County,Idaho,Incidence,All,Female,133.1495,153.802,404.1148,,,,,,,34.6292,57.1205,,26.0485,28.1728,,109.7213,210.5078,56.6938,49.9382,13.318,41.9863,19.9222,21.5787,,30.2092,97.711,,20.2701,,21.9781,229.3262,,12.1666,,,,,35.7103,126.6445
16011,Bingham County,Idaho,Incidence,All,Male,53.6176,81.8688,462.0373,33.852,,,,,,52.3363,122.8816,14.8779,35.623,,,,,,,,32.1529,28.0822,23.0809,,46.1173,160.6799,,39.4052,33.2247,20.724,136.2464,12.943,,14.6815,,96.4225,,15.7719,214.5069
16011,Bingham County,Idaho,Incidence,American Indian/Alaska Native NH,All,,,454.6029,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.9799,,,,,,,,198.3589
16011,Bingham County,Idaho,Incidence,American Indian/Alaska Native NH,Female,,,452.3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.1995,,,,,,,,
16011,Bingham County,Idaho,Incidence,American Indian/Alaska Native NH,Male,,,461.0878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16011,Bingham County,Idaho,Incidence,Asian/Pacific Islander NH,All,,,974.4925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16011,Bingham County,Idaho,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16011,Bingham County,Idaho,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16011,Bingham County,Idaho,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16011,Bingham County,Idaho,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16011,Bingham County,Idaho,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16011,Bingham County,Idaho,Incidence,Hispanic,All,,61.1937,321.8018,,,,,,,,,,,,,,,,,,56.2261,,,,,,,,,,141.5987,,,,,,,,125.7119
16011,Bingham County,Idaho,Incidence,Hispanic,Female,,,395.8062,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.2395,,,,,,,,
16011,Bingham County,Idaho,Incidence,Hispanic,Male,,,269.9496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.1323
16011,Bingham County,Idaho,Incidence,White NH,All,103.1242,118.3286,435.6602,22.0761,,,,,,41.8547,80.2902,11.7828,28.6914,25.7683,,113.7539,217.7065,59.674,51.0236,11.8405,35.5555,22.5901,22.9489,,39.1212,132.1616,6.5465,31.3475,26.0247,20.7705,179.6149,9.5003,,9.8824,,96.7878,,24.2913,168.4504
16011,Bingham County,Idaho,Incidence,White NH,Female,146.423,158.0793,401.3067,,,,,,,34.8131,51.6769,,24.1728,25.7683,,113.7539,217.7065,59.674,51.0236,15.7749,36.7328,16.8021,24.1793,,31.895,103.0079,,22.4249,,21.1134,223.3719,,,,,,,30.6694,129.1468
16011,Bingham County,Idaho,Incidence,White NH,Male,,77.4591,475.2808,38.7768,,,,,,49.8343,108.8575,,33.6256,,,,,,,,34.0072,28.3821,22.0236,,46.8388,162.7153,,40.9846,40.8756,20.6055,133.9712,14.1331,,,,96.7878,,17.2461,211.5226
16013,Blaine County,Idaho,Incidence,All,All,68.4938,123.4074,425.3417,16.4053,,,,,,29.075,64.6575,12.8497,16.2253,17.7206,,139.527,249.5906,98.4775,39.7561,8.7593,26.5142,11.703,18.1847,,21.9187,63.8862,10.0194,11.8993,55.1375,19.7181,143.9129,14.9875,19.7096,,,118.2302,,10.2041,122.5145
16013,Blaine County,Idaho,Incidence,All,Female,,176.8213,410.3491,,,,,,,26.8677,,,,17.7206,,139.527,249.5906,98.4775,39.7561,,20.2244,,,,20.6207,,,,47.3417,20.0429,207.765,,19.7096,,,,,,95.9952
16013,Blaine County,Idaho,Incidence,All,Male,,69.2249,446.5593,23.8061,,,,,,31.3383,66.2687,,21.051,,,,,,,,32.8216,,24.3024,,23.2496,79.603,,,65.9307,19.8048,79.4628,21.417,,,,118.2302,,,151.0012
16013,Blaine County,Idaho,Incidence,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16013,Blaine County,Idaho,Incidence,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16013,Blaine County,Idaho,Incidence,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16013,Blaine County,Idaho,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16013,Blaine County,Idaho,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16013,Blaine County,Idaho,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16013,Blaine County,Idaho,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16013,Blaine County,Idaho,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16013,Blaine County,Idaho,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16013,Blaine County,Idaho,Incidence,Hispanic,All,,97.0041,302.8663,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.327,,,,,,,,123.6909
16013,Blaine County,Idaho,Incidence,Hispanic,Female,,,309.3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16013,Blaine County,Idaho,Incidence,Hispanic,Male,,,391.9514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16013,Blaine County,Idaho,Incidence,White NH,All,74.7013,126.3042,448.4468,15.4613,,,,,,29.2763,61.9812,12.9715,16.3048,,,145.0585,266.9026,102.5465,41.1681,,27.9516,12.7664,19.3756,,22.9712,66.9834,10.5339,12.4373,60.7093,20.0023,150.9749,16.5012,23.9175,,,122.1243,,,123.978
16013,Blaine County,Idaho,Incidence,White NH,Female,,181.7919,439.8305,,,,,,,,,,,,,145.0585,266.9026,102.5465,41.1681,,,,,,21.2972,,,,55.8006,,221.0948,,23.9175,,,,,,98.9222
16013,Blaine County,Idaho,Incidence,White NH,Male,,70.5348,463.8917,22.2888,,,,,,33.6602,,,,,,,,,,,33.1556,,26.1111,,24.7124,84.7342,,,69.0813,,80.683,22.8591,,,,122.1243,,,150.9069
16015,Boise County,Idaho,Incidence,All,All,,93.2243,410.9582,34.1759,,,,,,,,,,,,99.3332,219.9932,56.6847,,,37.7488,,,,40.7101,147.8468,,28.1819,35.2069,,136.595,,,,,132.0896,,,172.0071
16015,Boise County,Idaho,Incidence,All,Female,,113.0257,362.7846,,,,,,,,,,,,,99.3332,219.9932,56.6847,,,,,,,40.7271,164.7063,,,,,166.838,,,,,,,,98.2432
16015,Boise County,Idaho,Incidence,All,Male,,74.5977,441.3711,59.0543,,,,,,,,,,,,,,,,,42.4573,,,,,,,,,,109.5007,,,,,132.0896,,,232.405
16015,Boise County,Idaho,Incidence,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16015,Boise County,Idaho,Incidence,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16015,Boise County,Idaho,Incidence,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16015,Boise County,Idaho,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16015,Boise County,Idaho,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16015,Boise County,Idaho,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16015,Boise County,Idaho,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16015,Boise County,Idaho,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16015,Boise County,Idaho,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16015,Boise County,Idaho,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16015,Boise County,Idaho,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16015,Boise County,Idaho,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16015,Boise County,Idaho,Incidence,White NH,All,,97.3997,431.7448,35.1755,,,,,,,,,,,,103.6888,230.1038,57.7583,,,42.6411,,,,40.8745,145.1427,,27.0806,37.3182,,141.5487,,,,,139.4104,,,176.5092
16015,Boise County,Idaho,Incidence,White NH,Female,,117.9579,391.1756,,,,,,,,,,,,,103.6888,230.1038,57.7583,,,,,,,41.8369,169.1944,,,,,176.0285,,,,,,,,103.2087
16015,Boise County,Idaho,Incidence,White NH,Male,,77.1238,455.6513,60.2992,,,,,,,,,,,,,,,,,45.4398,,,,,,,,,,111.7949,,,,,139.4104,,,236.6081
