FIPS,Tract,County,State,measure,value
16001000101,Census Tract 1.01,Ada County,Idaho,Insurance Coverage,0.8242710795902285
16001000102,Census Tract 1.02,Ada County,Idaho,Insurance Coverage,0.8697492673396288
16001000201,Census Tract 2.01,Ada County,Idaho,Insurance Coverage,0.9742838541666666
16001000202,Census Tract 2.02,Ada County,Idaho,Insurance Coverage,0.9628400796284008
16001000302,Census Tract 3.02,Ada County,Idaho,Insurance Coverage,0.9255893212155638
16001000303,Census Tract 3.03,Ada County,Idaho,Insurance Coverage,0.8574950690335306
16001000305,Census Tract 3.05,Ada County,Idaho,Insurance Coverage,0.8764886015651582
16001000306,Census Tract 3.06,Ada County,Idaho,Insurance Coverage,0.986077772443591
16001000401,Census Tract 4.01,Ada County,Idaho,Insurance Coverage,0.8512026090501427
16001000402,Census Tract 4.02,Ada County,Idaho,Insurance Coverage,0.9488439306358382
16001000501,Census Tract 5.01,Ada County,Idaho,Insurance Coverage,0.9139290407358739
16001000502,Census Tract 5.02,Ada County,Idaho,Insurance Coverage,0.9669852302345786
16001000601,Census Tract 6.01,Ada County,Idaho,Insurance Coverage,0.9828620394173093
16001000602,Census Tract 6.02,Ada County,Idaho,Insurance Coverage,0.9300495482366657
16001000701,Census Tract 7.01,Ada County,Idaho,Insurance Coverage,0.9491162292447777
16001000703,Census Tract 7.03,Ada County,Idaho,Insurance Coverage,0.9859514687100894
16001000704,Census Tract 7.04,Ada County,Idaho,Insurance Coverage,0.9724259313581696
16001000803,Census Tract 8.03,Ada County,Idaho,Insurance Coverage,0.9476367006487488
16001000805,Census Tract 8.05,Ada County,Idaho,Insurance Coverage,0.9842902027992002
16001000806,Census Tract 8.06,Ada County,Idaho,Insurance Coverage,0.793929173693086
16001000807,Census Tract 8.07,Ada County,Idaho,Insurance Coverage,0.9191968658178257
16001000808,Census Tract 8.08,Ada County,Idaho,Insurance Coverage,0.9653923541247484
16001000809,Census Tract 8.09,Ada County,Idaho,Insurance Coverage,0.9555735056542811
16001000810,Census Tract 8.10,Ada County,Idaho,Insurance Coverage,0.9834710743801653
16001000901,Census Tract 9.01,Ada County,Idaho,Insurance Coverage,0.879245283018868
16001000902,Census Tract 9.02,Ada County,Idaho,Insurance Coverage,0.9214044366093727
16001001001,Census Tract 10.01,Ada County,Idaho,Insurance Coverage,0.9534033805390589
16001001002,Census Tract 10.02,Ada County,Idaho,Insurance Coverage,0.9150862068965517
16001001003,Census Tract 10.03,Ada County,Idaho,Insurance Coverage,0.8553315994798439
16001001100,Census Tract 11,Ada County,Idaho,Insurance Coverage,0.8259023354564756
16001001201,Census Tract 12.01,Ada County,Idaho,Insurance Coverage,0.9168831168831169
16001001203,Census Tract 12.03,Ada County,Idaho,Insurance Coverage,0.9095226786986464
16001001204,Census Tract 12.04,Ada County,Idaho,Insurance Coverage,0.9109112013929194
16001001401,Census Tract 14.01,Ada County,Idaho,Insurance Coverage,0.8933839022334598
16001001402,Census Tract 14.02,Ada County,Idaho,Insurance Coverage,0.9366745682356925
16001001500,Census Tract 15,Ada County,Idaho,Insurance Coverage,0.8820650844139956
16001001600,Census Tract 16,Ada County,Idaho,Insurance Coverage,0.8996872207327972
16001001701,Census Tract 17.01,Ada County,Idaho,Insurance Coverage,0.8906901343214451
