"FIPS","County","State","measure","value"
16009,"Benewah County","Idaho","Single Parent Household",0.0392156862745098
16011,"Bingham County","Idaho","Single Parent Household",0.0462239990005622
16013,"Blaine County","Idaho","Single Parent Household",0.0534514355528406
16015,"Boise County","Idaho","Single Parent Household",0.0244040862656073
16017,"Bonner County","Idaho","Single Parent Household",0.0367875912036328
16019,"Bonneville County","Idaho","Single Parent Household",0.0615519387708055
16021,"Boundary County","Idaho","Single Parent Household",0.0345398138572906
16023,"Butte County","Idaho","Single Parent Household",0.0599803343166175
16025,"Camas County","Idaho","Single Parent Household",0.0147492625368732
16027,"Canyon County","Idaho","Single Parent Household",0.0502389457424213
16029,"Caribou County","Idaho","Single Parent Household",0.0193415637860082
16031,"Cassia County","Idaho","Single Parent Household",0.0512260257344016
16033,"Clark County","Idaho","Single Parent Household",0.0198412698412698
16035,"Clearwater County","Idaho","Single Parent Household",0.0317326593653468
16037,"Custer County","Idaho","Single Parent Household",0
16039,"Elmore County","Idaho","Single Parent Household",0.0471054572271386
16041,"Franklin County","Idaho","Single Parent Household",0.0250513347022587
16043,"Fremont County","Idaho","Single Parent Household",0.033288948069241
16045,"Gem County","Idaho","Single Parent Household",0.0617067242776127
16047,"Gooding County","Idaho","Single Parent Household",0.0455370101596517
16049,"Idaho County","Idaho","Single Parent Household",0.031521242576519
16051,"Jefferson County","Idaho","Single Parent Household",0.0431356702697242
16053,"Jerome County","Idaho","Single Parent Household",0.0564771895584289
16055,"Kootenai County","Idaho","Single Parent Household",0.0439482519101644
16057,"Latah County","Idaho","Single Parent Household",0.0391705069124424
16059,"Lemhi County","Idaho","Single Parent Household",0.0417910447761194
16061,"Lewis County","Idaho","Single Parent Household",0.0381630012936611
16063,"Lincoln County","Idaho","Single Parent Household",0.0506535947712418
16065,"Madison County","Idaho","Single Parent Household",0.0168257943340116
16067,"Minidoka County","Idaho","Single Parent Household",0.0673150755055029
16069,"Nez Perce County","Idaho","Single Parent Household",0.0577391304347826
16071,"Oneida County","Idaho","Single Parent Household",0.0201863354037267
16073,"Owyhee County","Idaho","Single Parent Household",0.0583804143126177
16075,"Payette County","Idaho","Single Parent Household",0.040713004957283
16077,"Power County","Idaho","Single Parent Household",0.0834564254062038
16079,"Shoshone County","Idaho","Single Parent Household",0.0445500968480366
16081,"Teton County","Idaho","Single Parent Household",0.034769298053794
16083,"Twin Falls County","Idaho","Single Parent Household",0.0588582212786034
16085,"Valley County","Idaho","Single Parent Household",0.0174695606140815
16087,"Washington County","Idaho","Single Parent Household",0.0547811200782587
30001,"Beaverhead County","Montana","Single Parent Household",0.0347003154574132
30003,"Big Horn County","Montana","Single Parent Household",0.0531021403413709
30005,"Blaine County","Montana","Single Parent Household",0.0896821941663039
30007,"Broadwater County","Montana","Single Parent Household",0.0190443213296399
30009,"Carbon County","Montana","Single Parent Household",0.0178117048346056
30011,"Carter County","Montana","Single Parent Household",0.011686143572621
30013,"Cascade County","Montana","Single Parent Household",0.0637657910567475
30015,"Chouteau County","Montana","Single Parent Household",0.0415913200723327
30017,"Custer County","Montana","Single Parent Household",0.0224028548770817
30019,"Daniels County","Montana","Single Parent Household",0.0307262569832402
30021,"Dawson County","Montana","Single Parent Household",0.0509433962264151
30023,"Deer Lodge County","Montana","Single Parent Household",0.0677631578947368
30025,"Fallon County","Montana","Single Parent Household",0.0192139737991266
30027,"Fergus County","Montana","Single Parent Household",0.0448076923076923
30029,"Flathead County","Montana","Single Parent Household",0.0384686008079324
30031,"Gallatin County","Montana","Single Parent Household",0.0287221922408107
30033,"Garfield County","Montana","Single Parent Household",0.0122850122850123
30035,"Glacier County","Montana","Single Parent Household",0.130091039770005
30037,"Golden Valley County","Montana","Single Parent Household",0.00276243093922652
30039,"Granite County","Montana","Single Parent Household",0.0283636363636364
30041,"Hill County","Montana","Single Parent Household",0.0876967555412785
30043,"Jefferson County","Montana","Single Parent Household",0.0253578732106339
30045,"Judith Basin County","Montana","Single Parent Household",0.0352811466372657
30047,"Lake County","Montana","Single Parent Household",0.0550308008213552
30049,"Lewis And Clark County","Montana","Single Parent Household",0.0477899200782907
30051,"Liberty County","Montana","Single Parent Household",0.0583941605839416
30053,"Lincoln County","Montana","Single Parent Household",0.0319485211108602
30055,"McCone County","Montana","Single Parent Household",0.0183374083129584
30057,"Madison County","Montana","Single Parent Household",0.00675128274372131
30059,"Meagher County","Montana","Single Parent Household",0
30061,"Mineral County","Montana","Single Parent Household",0.0206378986866792
30063,"Missoula County","Montana","Single Parent Household",0.0506370783470818
30065,"Musselshell County","Montana","Single Parent Household",0.0351947442515251
30067,"Park County","Montana","Single Parent Household",0.0426304953372896
30069,"Petroleum County","Montana","Single Parent Household",0.02
30071,"Phillips County","Montana","Single Parent Household",0.038439796495195
30073,"Pondera County","Montana","Single Parent Household",0.028125
30075,"Powder River County","Montana","Single Parent Household",0.0168302945301543
30077,"Powell County","Montana","Single Parent Household",0.0247018739352641
30079,"Prairie County","Montana","Single Parent Household",0
30081,"Ravalli County","Montana","Single Parent Household",0.0299802971404228
30083,"Richland County","Montana","Single Parent Household",0.0462222222222222
30085,"Roosevelt County","Montana","Single Parent Household",0.0562248995983936
30087,"Rosebud County","Montana","Single Parent Household",0.0768980123818833
30089,"Sanders County","Montana","Single Parent Household",0.0144874381074638
30091,"Sheridan County","Montana","Single Parent Household",0.0217687074829932
30093,"Silver Bow County","Montana","Single Parent Household",0.0456115201668078
30095,"Stillwater County","Montana","Single Parent Household",0.0447143964848798
30097,"Sweet Grass County","Montana","Single Parent Household",0.0280561122244489
30099,"Teton County","Montana","Single Parent Household",0.0134584013050571
30101,"Toole County","Montana","Single Parent Household",0.0323642347778387
30103,"Treasure County","Montana","Single Parent Household",0.0471204188481675
30105,"Valley County","Montana","Single Parent Household",0.0432724814063556
30107,"Wheatland County","Montana","Single Parent Household",0.0427745664739884
30109,"Wibaux County","Montana","Single Parent Household",0.0128205128205128
30111,"Yellowstone County","Montana","Single Parent Household",0.0626227047003118
32001,"Churchill County","Nevada","Single Parent Household",0.0374177631578947
32003,"Clark County","Nevada","Single Parent Household",0.0726629674124181
32005,"Douglas County","Nevada","Single Parent Household",0.0429465301478953
32007,"Elko County","Nevada","Single Parent Household",0.0752072035199018
32009,"Esmeralda County","Nevada","Single Parent Household",0
32011,"Eureka County","Nevada","Single Parent Household",0.0238095238095238
32013,"Humboldt County","Nevada","Single Parent Household",0.0494497641846506
32015,"Lander County","Nevada","Single Parent Household",0.102787456445993
32017,"Lincoln County","Nevada","Single Parent Household",0.0928659286592866
