"FIPS","County","State","measure","value"
56017,"Hot Springs County","Wyoming","Total",4618
56019,"Johnson County","Wyoming","Total",8602
56021,"Laramie County","Wyoming","Total",100661
56023,"Lincoln County","Wyoming","Total",20158
56025,"Natrona County","Wyoming","Total",79735
56027,"Niobrara County","Wyoming","Total",2415
56029,"Park County","Wyoming","Total",30109
56031,"Platte County","Wyoming","Total",8606
56033,"Sheridan County","Wyoming","Total",31585
56035,"Sublette County","Wyoming","Total",8806
56037,"Sweetwater County","Wyoming","Total",41786
56039,"Teton County","Wyoming","Total",23358
56041,"Uinta County","Wyoming","Total",20605
56043,"Washakie County","Wyoming","Total",7708
56045,"Weston County","Wyoming","Total",6835
16001,"Ada County","Idaho","Under 18",0.224526229598545
16003,"Adams County","Idaho","Under 18",0.17134159599913
16005,"Bannock County","Idaho","Under 18",0.25446262025617
16007,"Bear Lake County","Idaho","Under 18",0.271062271062271
16009,"Benewah County","Idaho","Under 18",0.220821143952386
16011,"Bingham County","Idaho","Under 18",0.297389422978793
16013,"Blaine County","Idaho","Under 18",0.195898938117906
16015,"Boise County","Idaho","Under 18",0.153635798632691
16017,"Bonner County","Idaho","Under 18",0.196214817211258
16019,"Bonneville County","Idaho","Under 18",0.301914116609999
16021,"Boundary County","Idaho","Under 18",0.233320204805041
16023,"Butte County","Idaho","Under 18",0.265636774679729
16025,"Camas County","Idaho","Under 18",0.331601731601732
16027,"Canyon County","Idaho","Under 18",0.271566180565582
16029,"Caribou County","Idaho","Under 18",0.274796291093004
16031,"Cassia County","Idaho","Under 18",0.312259090005961
16033,"Clark County","Idaho","Under 18",0.288659793814433
16035,"Clearwater County","Idaho","Under 18",0.153009752269925
16037,"Custer County","Idaho","Under 18",0.111312627522104
16039,"Elmore County","Idaho","Under 18",0.245472698478276
16041,"Franklin County","Idaho","Under 18",0.309412164458036
16043,"Fremont County","Idaho","Under 18",0.240785344135465
16045,"Gem County","Idaho","Under 18",0.223632517376851
16047,"Gooding County","Idaho","Under 18",0.271219822109276
16049,"Idaho County","Idaho","Under 18",0.197721962616822
16051,"Jefferson County","Idaho","Under 18",0.328597133461562
16053,"Jerome County","Idaho","Under 18",0.29990317895756
16055,"Kootenai County","Idaho","Under 18",0.225632398613674
16057,"Latah County","Idaho","Under 18",0.189135557484807
16059,"Lemhi County","Idaho","Under 18",0.183076169483223
16061,"Lewis County","Idaho","Under 18",0.219786242806248
16063,"Lincoln County","Idaho","Under 18",0.260235026535254
16065,"Madison County","Idaho","Under 18",0.205326813244242
16067,"Minidoka County","Idaho","Under 18",0.292263479609525
16069,"Nez Perce County","Idaho","Under 18",0.214068790168797
16071,"Oneida County","Idaho","Under 18",0.267036957914975
16073,"Owyhee County","Idaho","Under 18",0.249755779876262
16075,"Payette County","Idaho","Under 18",0.256548300878198
16077,"Power County","Idaho","Under 18",0.303691693689199
16079,"Shoshone County","Idaho","Under 18",0.207658321060383
16081,"Teton County","Idaho","Under 18",0.231633749276919
16083,"Twin Falls County","Idaho","Under 18",0.267116075596227
16085,"Valley County","Idaho","Under 18",0.18383322346737
16087,"Washington County","Idaho","Under 18",0.224737713970182
30001,"Beaverhead County","Montana","Under 18",0.173826903023983
30003,"Big Horn County","Montana","Under 18",0.323690503741418
30005,"Blaine County","Montana","Under 18",0.293983135629556
30007,"Broadwater County","Montana","Under 18",0.190971272229822
30009,"Carbon County","Montana","Under 18",0.173945021605222
30011,"Carter County","Montana","Under 18",0.175606171932403
30013,"Cascade County","Montana","Under 18",0.224583633763194
30015,"Chouteau County","Montana","Under 18",0.232167119565217
30017,"Custer County","Montana","Under 18",0.199447143575138
30019,"Daniels County","Montana","Under 18",0.201443569553806
30021,"Dawson County","Montana","Under 18",0.210727969348659
30023,"Deer Lodge County","Montana","Under 18",0.124474348191758
30025,"Fallon County","Montana","Under 18",0.25346112886049
30027,"Fergus County","Montana","Under 18",0.207495034971073
30029,"Flathead County","Montana","Under 18",0.217594172161003
30031,"Gallatin County","Montana","Under 18",0.192308951339673
30033,"Garfield County","Montana","Under 18",0.235607675906183
30035,"Glacier County","Montana","Under 18",0.297236199227011
30037,"Golden Valley County","Montana","Under 18",0.145238095238095
30039,"Granite County","Montana","Under 18",0.151213805206201
30041,"Hill County","Montana","Under 18",0.284009840098401
30043,"Jefferson County","Montana","Under 18",0.202063834893209
30045,"Judith Basin County","Montana","Under 18",0.222113979542133
30047,"Lake County","Montana","Under 18",0.225641505315998
30049,"Lewis And Clark County","Montana","Under 18",0.21413612565445
30051,"Liberty County","Montana","Under 18",0.294715447154472
30053,"Lincoln County","Montana","Under 18",0.1803350116189
30055,"McCone County","Montana","Under 18",0.189218921892189
30057,"Madison County","Montana","Under 18",0.156991643454039
30059,"Meagher County","Montana","Under 18",0.119757453259222
30061,"Mineral County","Montana","Under 18",0.208298582151793
30063,"Missoula County","Montana","Under 18",0.184488335743361
30065,"Musselshell County","Montana","Under 18",0.195540647198106
30067,"Park County","Montana","Under 18",0.169812399908488
30069,"Petroleum County","Montana","Under 18",0.13216957605985
30071,"Phillips County","Montana","Under 18",0.234611742424242
30073,"Pondera County","Montana","Under 18",0.234863606121091
30075,"Powder River County","Montana","Under 18",0.184449489216799
30077,"Powell County","Montana","Under 18",0.146678048086499
30079,"Prairie County","Montana","Under 18",0.215827338129496
30081,"Ravalli County","Montana","Under 18",0.187766061955596
30083,"Richland County","Montana","Under 18",0.252802542148469
30085,"Roosevelt County","Montana","Under 18",0.333520862634787
30087,"Rosebud County","Montana","Under 18",0.289460903351141
30089,"Sanders County","Montana","Under 18",0.172619047619048
30091,"Sheridan County","Montana","Under 18",0.215392983410389
30093,"Silver Bow County","Montana","Under 18",0.206074910787041
30095,"Stillwater County","Montana","Under 18",0.210782147591692
30097,"Sweet Grass County","Montana","Under 18",0.203878265553461
30099,"Teton County","Montana","Under 18",0.250198696550628
30101,"Toole County","Montana","Under 18",0.201869530628481
30103,"Treasure County","Montana","Under 18",0.157687253613666
30105,"Valley County","Montana","Under 18",0.225331564986737
30107,"Wheatland County","Montana","Under 18",0.218643240605173
30109,"Wibaux County","Montana","Under 18",0.280487804878049
30111,"Yellowstone County","Montana","Under 18",0.23211425839608
32001,"Churchill County","Nevada","Under 18",0.225306473022566
32003,"Clark County","Nevada","Under 18",0.225370177577118
32005,"Douglas County","Nevada","Under 18",0.153857004675157
32007,"Elko County","Nevada","Under 18",0.267733788902919
32009,"Esmeralda County","Nevada","Under 18",0.0914760914760915
32011,"Eureka County","Nevada","Under 18",0.207228915662651
32013,"Humboldt County","Nevada","Under 18",0.262385108965836
32015,"Lander County","Nevada","Under 18",0.271366405570061
32017,"Lincoln County","Nevada","Under 18",0.220125786163522
32019,"Lyon County","Nevada","Under 18",0.207619990103909
32021,"Mineral County","Nevada","Under 18",0.227342549923195
32023,"Nye County","Nevada","Under 18",0.16415133347116
32027,"Pershing County","Nevada","Under 18",0.168485780169101
32029,"Storey County","Nevada","Under 18",0.115970041072723
32031,"Washoe County","Nevada","Under 18",0.20993553897147
32033,"White Pine County","Nevada","Under 18",0.186088527551942
32510,"Carson City","Nevada","Under 18",0.201648276334727
49001,"Beaver County","Utah","Under 18",0.299219185722253
49003,"Box Elder County","Utah","Under 18",0.309217245709502
49005,"Cache County","Utah","Under 18",0.296575227503266
49007,"Carbon County","Utah","Under 18",0.257263034334344
49009,"Daggett County","Utah","Under 18",0.22623828647925
49011,"Davis County","Utah","Under 18",0.308293023433367
49013,"Duchesne County","Utah","Under 18",0.324101946618503
49015,"Emery County","Utah","Under 18",0.284209470304976
49017,"Garfield County","Utah","Under 18",0.216827852998066
49019,"Grand County","Utah","Under 18",0.184180674435392
49021,"Iron County","Utah","Under 18",0.276573478845866
49023,"Juab County","Utah","Under 18",0.337081398191151
49025,"Kane County","Utah","Under 18",0.226488244122061
49027,"Millard County","Utah","Under 18",0.313908490780788
49029,"Morgan County","Utah","Under 18",0.340484704012714
49031,"Piute County","Utah","Under 18",0.187096774193548
49033,"Rich County","Utah","Under 18",0.323029366306028
49035,"Salt Lake County","Utah","Under 18",0.258586008648683
49037,"San Juan County","Utah","Under 18",0.27941379787087
49039,"Sanpete County","Utah","Under 18",0.243794720805231
49041,"Sevier County","Utah","Under 18",0.283838198956713
49043,"Summit County","Utah","Under 18",0.237678241120139
49045,"Tooele County","Utah","Under 18",0.315233274188498
49047,"Uintah County","Utah","Under 18",0.319079488726754
49049,"Utah County","Utah","Under 18",0.32171433921085
49051,"Wasatch County","Utah","Under 18",0.295716041108132
49053,"Washington County","Utah","Under 18",0.24832083950123
49055,"Wayne County","Utah","Under 18",0.234649980445835
49057,"Weber County","Utah","Under 18",0.270851256466416
56001,"Albany County","Wyoming","Under 18",0.156046986450296
56003,"Big Horn County","Wyoming","Under 18",0.245463065519298
56005,"Campbell County","Wyoming","Under 18",0.270555957292952
56007,"Carbon County","Wyoming","Under 18",0.228950443329438
56009,"Converse County","Wyoming","Under 18",0.244785231484846
56011,"Crook County","Wyoming","Under 18",0.243357405641096
56013,"Fremont County","Wyoming","Under 18",0.246275841102554
56015,"Goshen County","Wyoming","Under 18",0.195678080559307
56017,"Hot Springs County","Wyoming","Under 18",0.216327414465136
56019,"Johnson County","Wyoming","Under 18",0.196233434085096
56021,"Laramie County","Wyoming","Under 18",0.227198219767338
56023,"Lincoln County","Wyoming","Under 18",0.258259747990872
56025,"Natrona County","Wyoming","Under 18",0.238740828996049
56027,"Niobrara County","Wyoming","Under 18",0.146997929606625
56029,"Park County","Wyoming","Under 18",0.2079112557707
56031,"Platte County","Wyoming","Under 18",0.201022542412271
56033,"Sheridan County","Wyoming","Under 18",0.215197087224949
56035,"Sublette County","Wyoming","Under 18",0.221212809448104
56037,"Sweetwater County","Wyoming","Under 18",0.252788015124683
56039,"Teton County","Wyoming","Under 18",0.173345320661015
56041,"Uinta County","Wyoming","Under 18",0.277602523659306
56043,"Washakie County","Wyoming","Under 18",0.215879605604567
56045,"Weston County","Wyoming","Under 18",0.192831016825165
16001,"Ada County","Idaho","18 to 64",0.618056813082125
16003,"Adams County","Idaho","18 to 64",0.524896716677539
16005,"Bannock County","Idaho","18 to 64",0.595814915721763
16007,"Bear Lake County","Idaho","18 to 64",0.52014652014652
16009,"Benewah County","Idaho","18 to 64",0.54463835367699
16011,"Bingham County","Idaho","18 to 64",0.554466964668422
16013,"Blaine County","Idaho","18 to 64",0.585784612880915
16015,"Boise County","Idaho","18 to 64",0.573275326289621
16017,"Bonner County","Idaho","18 to 64",0.542300226463928
16019,"Bonneville County","Idaho","18 to 64",0.561571275657978
16021,"Boundary County","Idaho","18 to 64",0.531153997636865
16023,"Butte County","Idaho","18 to 64",0.535418236623964
16025,"Camas County","Idaho","18 to 64",0.519480519480519
16027,"Canyon County","Idaho","18 to 64",0.584893050885914
16029,"Caribou County","Idaho","18 to 64",0.545799381848834
16031,"Cassia County","Idaho","18 to 64",0.550645738128353
16033,"Clark County","Idaho","18 to 64",0.579896907216495
16035,"Clearwater County","Idaho","18 to 64",0.561820423719314
16037,"Custer County","Idaho","18 to 64",0.527318068465201
16039,"Elmore County","Idaho","18 to 64",0.612683329890518
16041,"Franklin County","Idaho","18 to 64",0.549303431872239
16043,"Fremont County","Idaho","18 to 64",0.581271440040873
16045,"Gem County","Idaho","18 to 64",0.549108491991538
16047,"Gooding County","Idaho","18 to 64",0.54707750952986
16049,"Idaho County","Idaho","18 to 64",0.516355140186916
16051,"Jefferson County","Idaho","18 to 64",0.556089843022895
16053,"Jerome County","Idaho","18 to 64",0.566846861384541
16055,"Kootenai County","Idaho","18 to 64",0.577429445919791
16057,"Latah County","Idaho","18 to 64",0.666154036958948
16059,"Lemhi County","Idaho","18 to 64",0.512613274553025
16061,"Lewis County","Idaho","18 to 64",0.502329405316525
16063,"Lincoln County","Idaho","18 to 64",0.584912812736922
16065,"Madison County","Idaho","18 to 64",0.741498376199186
16067,"Minidoka County","Idaho","18 to 64",0.55067968251072
16069,"Nez Perce County","Idaho","18 to 64",0.580337594462886
16071,"Oneida County","Idaho","18 to 64",0.53834650715659
16073,"Owyhee County","Idaho","18 to 64",0.559182676652556
16075,"Payette County","Idaho","18 to 64",0.550706376479572
16077,"Power County","Idaho","18 to 64",0.539785482664006
16079,"Shoshone County","Idaho","18 to 64",0.564653902798233
16081,"Teton County","Idaho","18 to 64",0.633584001322205
16083,"Twin Falls County","Idaho","18 to 64",0.568589138198674
16085,"Valley County","Idaho","18 to 64",0.550840474620962
16087,"Washington County","Idaho","18 to 64",0.518498067366096
30001,"Beaverhead County","Montana","18 to 64",0.589155370177268
30003,"Big Horn County","Montana","18 to 64",0.539535601326853
30005,"Blaine County","Montana","18 to 64",0.542089466914392
30007,"Broadwater County","Montana","18 to 64",0.573461012311901
30009,"Carbon County","Montana","18 to 64",0.553921117955319
30011,"Carter County","Montana","18 to 64",0.523144746509919
30013,"Cascade County","Montana","18 to 64",0.582108958522949
30015,"Chouteau County","Montana","18 to 64",0.543138586956522
30017,"Custer County","Montana","18 to 64",0.596666108225833
30019,"Daniels County","Montana","18 to 64",0.509186351706037
30021,"Dawson County","Montana","18 to 64",0.58271354518819
30023,"Deer Lodge County","Montana","18 to 64",0.620899915895711
30025,"Fallon County","Montana","18 to 64",0.54419595314164
30027,"Fergus County","Montana","18 to 64",0.54580778861929
30029,"Flathead County","Montana","18 to 64",0.574752178523676
30031,"Gallatin County","Montana","18 to 64",0.674869469859404
30033,"Garfield County","Montana","18 to 64",0.488272921108742
30035,"Glacier County","Montana","18 to 64",0.57427258805513
30037,"Golden Valley County","Montana","18 to 64",0.572619047619048
30039,"Granite County","Montana","18 to 64",0.539631471190407
30041,"Hill County","Montana","18 to 64",0.556580565805658
30043,"Jefferson County","Montana","18 to 64",0.570114390848732
30045,"Judith Basin County","Montana","18 to 64",0.494398441305407
30047,"Lake County","Montana","18 to 64",0.538521497833068
30049,"Lewis And Clark County","Montana","18 to 64",0.586745659961422
30051,"Liberty County","Montana","18 to 64",0.498983739837398
30053,"Lincoln County","Montana","18 to 64",0.522463206816421
30055,"McCone County","Montana","18 to 64",0.523652365236524
30057,"Madison County","Montana","18 to 64",0.537493036211699
30059,"Meagher County","Montana","18 to 64",0.535624052551794
30061,"Mineral County","Montana","18 to 64",0.510842368640534
30063,"Missoula County","Montana","18 to 64",0.649244811474519
30065,"Musselshell County","Montana","18 to 64",0.516771902131018
30067,"Park County","Montana","18 to 64",0.588309311370396
30069,"Petroleum County","Montana","18 to 64",0.588528678304239
30071,"Phillips County","Montana","18 to 64",0.528645833333333
30073,"Pondera County","Montana","18 to 64",0.54940119760479
30075,"Powder River County","Montana","18 to 64",0.499432463110102
30077,"Powell County","Montana","18 to 64",0.644188362498222
30079,"Prairie County","Montana","18 to 64",0.445243804956035
30081,"Ravalli County","Montana","18 to 64",0.547558233457768
30083,"Richland County","Montana","18 to 64",0.575602436225616
30085,"Roosevelt County","Montana","18 to 64",0.547585560243788
30087,"Rosebud County","Montana","18 to 64",0.543346284604177
30089,"Sanders County","Montana","18 to 64",0.503865182436611
30091,"Sheridan County","Montana","18 to 64",0.556431873810171
30093,"Silver Bow County","Montana","18 to 64",0.601477984770575
30095,"Stillwater County","Montana","18 to 64",0.539659743703049
30097,"Sweet Grass County","Montana","18 to 64",0.56207918125505
30099,"Teton County","Montana","18 to 64",0.518041646797012
30101,"Toole County","Montana","18 to 64",0.623707239459029
30103,"Treasure County","Montana","18 to 64",0.616294349540079
30105,"Valley County","Montana","18 to 64",0.5315649867374
30107,"Wheatland County","Montana","18 to 64",0.492435334309419
30109,"Wibaux County","Montana","18 to 64",0.482578397212544
30111,"Yellowstone County","Montana","18 to 64",0.589512370025099
32001,"Churchill County","Nevada","18 to 64",0.57956586241899
32003,"Clark County","Nevada","18 to 64",0.6188369858451
32005,"Douglas County","Nevada","18 to 64",0.530489279380945
32007,"Elko County","Nevada","18 to 64",0.605065735720122
32009,"Esmeralda County","Nevada","18 to 64",0.643451143451143
32011,"Eureka County","Nevada","18 to 64",0.56144578313253
32013,"Humboldt County","Nevada","18 to 64",0.576911960228915
32015,"Lander County","Nevada","18 to 64",0.596692776327241
32017,"Lincoln County","Nevada","18 to 64",0.590970350404313
32019,"Lyon County","Nevada","18 to 64",0.575193798449612
32021,"Mineral County","Nevada","18 to 64",0.502523590081194
32023,"Nye County","Nevada","18 to 64",0.526321724585111
32027,"Pershing County","Nevada","18 to 64",0.665488086087625
32029,"Storey County","Nevada","18 to 64",0.493597487315777
32031,"Washoe County","Nevada","18 to 64",0.617054720702768
32033,"White Pine County","Nevada","18 to 64",0.614950316169828
32510,"Carson City","Nevada","18 to 64",0.590552395312179
49001,"Beaver County","Utah","18 to 64",0.553541550474066
49003,"Box Elder County","Utah","18 to 64",0.562344077019673
49005,"Cache County","Utah","18 to 64",0.604542037933022
49007,"Carbon County","Utah","18 to 64",0.554778440770811
49009,"Daggett County","Utah","18 to 64",0.593038821954485
49011,"Davis County","Utah","18 to 64",0.584290863877058
49013,"Duchesne County","Utah","18 to 64",0.548314268512944
49015,"Emery County","Utah","18 to 64",0.536115569823435
49017,"Garfield County","Utah","18 to 64",0.556286266924565
49019,"Grand County","Utah","18 to 64",0.613694957203259
49021,"Iron County","Utah","18 to 64",0.589558312984834
49023,"Juab County","Utah","18 to 64",0.537358429071947
49025,"Kane County","Utah","18 to 64",0.533266633316658
49027,"Millard County","Utah","18 to 64",0.515137719098566
49029,"Morgan County","Utah","18 to 64",0.538736591179976
49031,"Piute County","Utah","18 to 64",0.529032258064516
49033,"Rich County","Utah","18 to 64",0.465224111282844
49035,"Salt Lake County","Utah","18 to 64",0.625656184872148
49037,"San Juan County","Utah","18 to 64",0.558689340522605
49039,"Sanpete County","Utah","18 to 64",0.612653634153857
49041,"Sevier County","Utah","18 to 64",0.548869772124096
49043,"Summit County","Utah","18 to 64",0.615701608560257
49045,"Tooele County","Utah","18 to 64",0.594327314476568
49047,"Uintah County","Utah","18 to 64",0.563634867518789
49049,"Utah County","Utah","18 to 64",0.60044439763495
49051,"Wasatch County","Utah","18 to 64",0.573056300268097
49053,"Washington County","Utah","18 to 64",0.530825435791537
49055,"Wayne County","Utah","18 to 64",0.534610872115761
49057,"Weber County","Utah","18 to 64",0.607574488228024
56001,"Albany County","Wyoming","18 to 64",0.713202344019304
56003,"Big Horn County","Wyoming","18 to 64",0.539149697537701
56005,"Campbell County","Wyoming","18 to 64",0.607405674422562
56007,"Carbon County","Wyoming","18 to 64",0.581277063715719
56009,"Converse County","Wyoming","18 to 64",0.57533250963006
56011,"Crook County","Wyoming","18 to 64",0.533996457283009
56013,"Fremont County","Wyoming","18 to 64",0.557255776246453
56015,"Goshen County","Wyoming","18 to 64",0.570112020338444
56017,"Hot Springs County","Wyoming","18 to 64",0.517323516673885
56019,"Johnson County","Wyoming","18 to 64",0.537200651011393
56021,"Laramie County","Wyoming","18 to 64",0.603858495345765
56023,"Lincoln County","Wyoming","18 to 64",0.555957932334557
56025,"Natrona County","Wyoming","18 to 64",0.597215777262181
56027,"Niobrara County","Wyoming","18 to 64",0.556935817805383
56029,"Park County","Wyoming","18 to 64",0.543193065196453
56031,"Platte County","Wyoming","18 to 64",0.537415756448989
56033,"Sheridan County","Wyoming","18 to 64",0.564001899635903
56035,"Sublette County","Wyoming","18 to 64",0.543833749716103
56037,"Sweetwater County","Wyoming","18 to 64",0.605968506198248
56039,"Teton County","Wyoming","18 to 64",0.651682507063961
56041,"Uinta County","Wyoming","18 to 64",0.556272749332686
56043,"Washakie County","Wyoming","18 to 64",0.548521017125065
56045,"Weston County","Wyoming","18 to 64",0.592684711046086
16001,"Ada County","Idaho","Over 64",0.15741695731933
16003,"Adams County","Idaho","Over 64",0.303761687323331
16005,"Bannock County","Idaho","Over 64",0.149722464022067
16007,"Bear Lake County","Idaho","Over 64",0.208791208791209
16009,"Benewah County","Idaho","Over 64",0.234540502370624
16011,"Bingham County","Idaho","Over 64",0.148143612352785
16013,"Blaine County","Idaho","Over 64",0.21831644900118
16015,"Boise County","Idaho","Over 64",0.273088875077688
16017,"Bonner County","Idaho","Over 64",0.261484956324814
16019,"Bonneville County","Idaho","Over 64",0.136514607732024
16021,"Boundary County","Idaho","Over 64",0.235525797558094
16023,"Butte County","Idaho","Over 64",0.198944988696307
16025,"Camas County","Idaho","Over 64",0.148917748917749
16027,"Canyon County","Idaho","Over 64",0.143540768548504
16029,"Caribou County","Idaho","Over 64",0.179404327058162
16031,"Cassia County","Idaho","Over 64",0.137095171865686
16033,"Clark County","Idaho","Over 64",0.131443298969072
16035,"Clearwater County","Idaho","Over 64",0.285169824010761
16037,"Custer County","Idaho","Over 64",0.361369304012696
16039,"Elmore County","Idaho","Over 64",0.141843971631206
16041,"Franklin County","Idaho","Over 64",0.141284403669725
16043,"Fremont County","Idaho","Over 64",0.177943215823663
16045,"Gem County","Idaho","Over 64",0.227258990631611
16047,"Gooding County","Idaho","Over 64",0.181702668360864
16049,"Idaho County","Idaho","Over 64",0.285922897196262
16051,"Jefferson County","Idaho","Over 64",0.115313023515543
16053,"Jerome County","Idaho","Over 64",0.133249959657899
16055,"Kootenai County","Idaho","Over 64",0.196938155466535
16057,"Latah County","Idaho","Over 64",0.144710405556245
16059,"Lemhi County","Idaho","Over 64",0.304310555963752
16061,"Lewis County","Idaho","Over 64",0.277884351877227
16063,"Lincoln County","Idaho","Over 64",0.154852160727824
16065,"Madison County","Idaho","Over 64",0.0531748105565717
